law_id,title,candidate_grade,pending_items,events_total,events_dv_html,events_dv_pdf,events_unlocated,events_dv_offline,pdf_pages_estimate,base_source,dv_identifier
naredba-1-ot-15-noemvri-1999-g-za-normi-za-tselite-na-radiatsionna-zashtita-i-be,НАРЕДБА № 1 ОТ 15 НОЕМВРИ 1999 Г. ЗА НОРМИ ЗА ЦЕЛИТЕ НА РАДИАЦИОННА ЗАЩИТА И БЕЗОПАСНОСТ ПРИ ЛИКВИДИРАНЕ НА ПОСЛЕДСТВИЯТА ОТ УРАНОВАТА ПРОМИШЛЕНОСТ В РЕПУБЛИКА БЪЛГАРИЯ,B-pending,events_pending;chain_scan;base_audit;freeze,1,0,1,0,0,8,dv_pdf,
naredba-1-ot-15-yanuari-2018-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-p,"НАРЕДБА № 1 ОТ 15 ЯНУАРИ 2018 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""ПРИЛОЖЕН ПРОГРАМИСТ""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-121846
naredba-1-ot-16-april-2007-g-za-obsledvane-na-avarii-v-stroitelstvoto,НАРЕДБА № 1 ОТ 16 АПРИЛ 2007 Г. ЗА ОБСЛЕДВАНЕ НА АВАРИИ В СТРОИТЕЛСТВОТО,B-pending,events_pending;chain_scan;promulgation_unlocated;freeze,2,2,0,0,0,0,unlocated,
naredba-1-ot-16-fevruari-2021-g-za-reda-za-izvarshvane-na-identifikatsiya-na-dvi,НАРЕДБА № 1 ОТ 16 ФЕВРУАРИ 2021 Г. ЗА РЕДА ЗА ИЗВЪРШВАНЕ НА ИДЕНТИФИКАЦИЯ НА ДВИЖИМИТЕ КУЛТУРНИ ЦЕННОСТИ И ЗА ВОДЕНЕ НА РЕГИСТРИ НА ДВИЖИМИТЕ КУЛТУРНИ ЦЕННОСТИ,B-pending,chain_scan;promulgation_unlocated;freeze,0,0,0,0,0,0,unlocated,
naredba-1-ot-16-fevruari-2024-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-,"НАРЕДБА № 1 ОТ 16 ФЕВРУАРИ 2024 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""БРОКЕР""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-207480
naredba-1-ot-16-septemvri-2008-g-za-sazdavaneto-i-poddarzhaneto-na-spetsializira,"НАРЕДБА № 1 ОТ 16 СЕПТЕМВРИ 2008 Г. ЗА СЪЗДАВАНЕТО И ПОДДЪРЖАНЕТО НА СПЕЦИАЛИЗИРАНИТЕ КАРТИ И РЕГИСТРИ НА ОБЕКТИТЕ ПО ЧЛ. 6, АЛ. 4 И 5 ОТ ЗАКОНА ЗА УСТРОЙСТВОТО НА ЧЕРНОМОРСКОТО КРАЙБРЕЖИЕ",B-pending,events_pending;chain_scan;base_audit;freeze,1,1,0,0,0,0,dv_html,dv-9011
naredba-1-ot-16-yanuari-2003-g-za-svidetelstvata-za-pravosposobnost-na-aviatsion,НАРЕДБА № 1 ОТ 16 ЯНУАРИ 2003 Г. ЗА СВИДЕТЕЛСТВАТА ЗА ПРАВОСПОСОБНОСТ НА АВИАЦИОННИЯ ПЕРСОНАЛ,B-pending,events_pending;chain_scan;base_audit;freeze,18,8,0,10,0,0,dv_html,dv-103869
naredba-1-ot-16-yanuari-2017-g-za-usloviyata-i-reda-za-vazstanovyavane-na-transp,НАРЕДБА № 1 ОТ 16 ЯНУАРИ 2017 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ВЪЗСТАНОВЯВАНЕ НА ТРАНСПОРТНИТЕ РАЗХОДИ ИЛИ НА РАЗХОДИТЕ ЗА НАЕМ НА ПЕДАГОГИЧЕСКИТЕ СПЕЦИАЛИСТИ В ИНСТИТУЦИИТЕ В СИСТЕМАТА НА ПРЕДУЧИЛИЩНОТО И УЧИЛИЩНОТО ОБРАЗОВАНИЕ,B-pending,events_pending;chain_scan;base_audit;freeze,3,2,0,1,0,0,dv_html,dv-111350
naredba-1-ot-16-yanuari-2020-g-za-priemane-na-farmako-terapevtichno-rakovodstvo-,НАРЕДБА № 1 ОТ 16 ЯНУАРИ 2020 Г. ЗА ПРИЕМАНЕ НА ФАРМАКО-ТЕРАПЕВТИЧНО РЪКОВОДСТВО ПО ПНЕВМОЛОГИЯ И ФТИЗИАТРИЯ,B-pending,events_pending;chain_scan;base_audit;freeze,3,3,0,0,0,0,dv_html,dv-145348
naredba-1-ot-17-fevruari-2017-g-za-reda-i-nachina-za-obuchenie-i-izdavane-na-dok,"НАРЕДБА № 1 ОТ 17 ФЕВРУАРИ 2017 Г.  ЗА РЕДА И НАЧИНА ЗА ОБУЧЕНИЕ И ИЗДАВАНЕ НА ДОКУМЕНТИ ЗА ПРАВОСПОСОБНОСТ НА ЛИЦА, ИЗВЪРШВАЩИ ДЕЙНОСТИ С ОБОРУДВАНЕ, СЪДЪРЖАЩО ФЛУОРСЪДЪРЖАЩИ ПАРНИКОВИ ГАЗОВЕ, КАКТО И ЗА ДОКУМЕНТИРАНЕТО И ОТЧИТАНЕТО НА ЕМИСИИТЕ НА ФЛУОРСЪДЪРЖАЩИ ПАРНИКОВИ ГАЗОВЕ",B-pending,events_pending;chain_scan;base_audit;freeze,3,3,0,0,0,0,dv_html,dv-112207
naredba-1-ot-17-mart-2003-g-za-opredelyane-na-usloviyata-i-reda-za-utvarzhdavane,НАРЕДБА № 1 ОТ 17 МАРТ 2003 Г. ЗА ОПРЕДЕЛЯНЕ НА УСЛОВИЯТА И РЕДА ЗА УТВЪРЖДАВАНЕ НА ДЪРЖАВНИЯ ПЛАН-ПРИЕМ В УЧИЛИЩАТА ПО ИЗКУСТВАТА,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-103909
naredba-1-ot-17-may-2004-g-za-opredelyane-na-minimalni-tseni-v-inzhenernoto-inve,НАРЕДБА № 1 ОТ 17 МАЙ 2004 Г. ЗА ОПРЕДЕЛЯНЕ НА МИНИМАЛНИ ЦЕНИ В ИНЖЕНЕРНОТО ИНВЕСТИЦИОННО ПРОЕКТИРАНЕ,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-20252
naredba-1-ot-17-yuli-2008-g-za-usloviyata-i-reda-za-atestirane-na-diplomatichesk,НАРЕДБА № 1 ОТ 17 ЮЛИ 2008 Г. ЗА УСЛОВИЯТА И РЕДА ЗА АТЕСТИРАНЕ НА ДИПЛОМАТИЧЕСКИТЕ СЛУЖИТЕЛИ,B-pending,events_pending;chain_scan;base_audit;freeze,9,8,0,1,0,0,dv_html,dv-7164
naredba-1-ot-18-april-2008-g-za-kontrol-na-prekursorite-na-narkotichni-veshtestv,НАРЕДБА № 1 ОТ 18 АПРИЛ 2008 Г. ЗА КОНТРОЛ НА ПРЕКУРСОРИТЕ НА НАРКОТИЧНИ ВЕЩЕСТВА,B-pending,events_pending;chain_scan;base_audit;freeze,1,1,0,0,0,0,dv_html,dv-5211
naredba-1-ot-18-yuli-2018-g-za-reda-za-izdavane-na-razresheniya-za-izvarshvane-n,"НАРЕДБА № 1 ОТ 18 ЮЛИ 2018 Г. ЗА РЕДА ЗА ИЗДАВАНЕ НА РАЗРЕШЕНИЯ ЗА ИЗВЪРШВАНЕ НА ТЪРГОВСКА ДЕЙНОСТ С ДВИЖИМИ КУЛТУРНИ ЦЕННОСТИ И ЗА ВОДЕНЕ НА РЕГИСТЪРА ПО ЧЛ. 116, АЛ. 1 ОТ ЗАКОНА ЗА КУЛТУРНОТО НАСЛЕДСТВО",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-128842
naredba-1-ot-19-avgust-2020-g-za-iziskvaniyata-za-deynostta-na-zdravnite-mediato,НАРЕДБА № 1 ОТ 19 АВГУСТ 2020 Г. ЗА ИЗИСКВАНИЯТА ЗА ДЕЙНОСТТА НА ЗДРАВНИТЕ МЕДИАТОРИ,B-pending,events_pending;chain_scan;base_audit;freeze,1,1,0,0,0,0,dv_html,dv-150990
naredba-1-ot-19-fevruari-1999-g-za-prilagane-na-glava-peta-ot-zakona-za-balgarsk,НАРЕДБА № 1 ОТ 19 ФЕВРУАРИ 1999 Г. ЗА ПРИЛАГАНЕ НА ГЛАВА ПЕТА ОТ ЗАКОНА ЗА БЪЛГАРСКОТО ГРАЖДАНСТВО,B-pending,events_pending;chain_scan;base_audit;freeze,15,12,2,1,0,12,dv_pdf,
naredba-1-ot-19-fevruari-2020-g-za-organizatsiyata-i-provezhdaneto-na-izpitite-z,НАРЕДБА № 1 ОТ 19 ФЕВРУАРИ 2020 Г. ЗА ОРГАНИЗАЦИЯТА И ПРОВЕЖДАНЕТО НА ИЗПИТИТЕ ЗА ПРИДОБИВАНЕ НА ПРОФЕСИОНАЛНА КВАЛИФИКАЦИЯ,B-pending,events_pending;chain_scan;base_audit;freeze,3,3,0,0,0,0,dv_html,dv-146362
naredba-1-ot-19-yanuari-2007-g-za-usloviyata-i-reda-za-provezhdane-na-kontrol-na,"НАРЕДБА № 1 ОТ 19 ЯНУАРИ 2007 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ПРОВЕЖДАНЕ НА КОНТРОЛ НА ВНОСА И ИЗНОСА НА РАЗПЛОДНИ ЖИВОТНИ И БИОЛОГИЧНИ ПРОДУКТИ - СПЕРМА, ЯЙЦЕКЛЕТКИ И ЕМБРИОНИ, ПОЛУЧЕНИ ОТ РАЗПЛОДНИ ЖИВОТНИ",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-3226
naredba-1-ot-19-yanuari-2009-g-za-uniformenoto-obleklo-na-sluzhitelite-v-tsentar,НАРЕДБА № 1 ОТ 19 ЯНУАРИ 2009 Г. ЗА УНИФОРМЕНОТО ОБЛЕКЛО НА СЛУЖИТЕЛИТЕ В ЦЕНТЪР 112,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-15073
naredba-1-ot-19-yuli-2017-g-za-reda-za-ustanovyavane-kontsentratsiyata-na-alkoho,"НАРЕДБА № 1 ОТ 19 ЮЛИ 2017 Г. ЗА РЕДА ЗА УСТАНОВЯВАНЕ КОНЦЕНТРАЦИЯТА НА АЛКОХОЛ В КРЪВТА И/ИЛИ УПОТРЕБАТА НА НАРКОТИЧНИ ВЕЩЕСТВА ИЛИ ТЕХНИ АНАЛОЗИ (ЗАГЛ. ИЗМ. - ДВ, БР. 81 ОТ 2018 Г.)",B-pending,events_pending;chain_scan;promulgation_unlocated;freeze,3,2,0,1,0,0,unlocated,
naredba-1-ot-20-april-2023-g-za-priemane-na-farmako-terapevtichno-rakovodstvo-po,НАРЕДБА № 1 ОТ 20 АПРИЛ 2023 Г. ЗА ПРИЕМАНЕ НА ФАРМАКО-ТЕРАПЕВТИЧНО РЪКОВОДСТВО ПО ТРАНСПЛАНТОЛОГИЯ,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-191920
naredba-1-ot-20-fevruari-2002-g-za-reda-za-akreditatsiya-na-sapard-agentsiya-po-,НАРЕДБА № 1 ОТ 20 ФЕВРУАРИ 2002 Г. ЗА РЕДА ЗА АКРЕДИТАЦИЯ НА САПАРД АГЕНЦИЯ ПО СПЕЦИАЛНАТА ПРЕДПРИСЪЕДИНИТЕЛНА ПРОГРАМА ЗА РАЗВИТИЕ НА ЗЕМЕДЕЛИЕТО И СЕЛСКИТЕ РАЙОНИ В РЕПУБЛИКА БЪЛГАРИЯ,B-pending,events_pending;chain_scan;base_audit;freeze,1,1,0,0,0,4,dv_pdf,
naredba-1-ot-20-yanuari-1994-g-za-geozashtitnata-deynost,НАРЕДБА № 1 ОТ 20 ЯНУАРИ 1994 Г. ЗА ГЕОЗАЩИТНАТА ДЕЙНОСТ,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,4,dv_pdf,
naredba-1-ot-21-fevruari-2025-g-za-usloviyata-i-reda-za-predostavyane-na-speshna,"НАРЕДБА № 1 ОТ 21 ФЕВРУАРИ 2025 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ПРЕДОСТАВЯНЕ НА СПЕШНА ФИНАНСОВА ПОМОЩ НА ЗЕМЕДЕЛСКИ СТОПАНИ, ОТГЛЕЖДАЩИ ЦАРЕВИЦА",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-233116
naredba-1-ot-22-dekemvri-2008-g-za-reda-i-kriteriite-za-registratsiya-za-uprazhn,НАРЕДБА № 1 ОТ 22 ДЕКЕМВРИ 2008 Г. ЗА РЕДА И КРИТЕРИИТЕ ЗА РЕГИСТРАЦИЯ ЗА УПРАЖНЯВАНЕ НА ЧАСТНА ЛЕСОВЪДСКА ПРАКТИКА И ЗА ИЗВЪРШВАНЕ НА ДЕЙНОСТИ В ГОРСКИЯ ФОНД,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-14024
naredba-1-ot-22-may-2006-g-za-reda-za-vodene-i-poddarzhane-na-registrite-po-zako,НАРЕДБА № 1 ОТ 22 МАЙ 2006 Г. ЗА РЕДА ЗА ВОДЕНЕ И ПОДДЪРЖАНЕ НА РЕГИСТРИТЕ ПО ЗАКОНА ЗА МЕЦЕНАТСТВОТО,B-pending,events_pending;chain_scan;base_audit;freeze,1,1,0,0,0,0,dv_html,dv-2024
naredba-1-ot-22-noemvri-2019-g-za-usloviyata-i-reda-za-izvarshvane-na-meditsinsk,"НАРЕДБА № 1 ОТ 22 НОЕМВРИ 2019 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ИЗВЪРШВАНЕ НА МЕДИЦИНСКИТЕ ПРЕГЛЕДИ НА ЛИЦА, ОСЪЩЕСТВЯВАЩИ ТРЕНИРОВЪЧНА И СЪСТЕЗАТЕЛНА ДЕЙНОСТ",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-143218
naredba-1-ot-22-yanuari-2015-g-za-pridobivane-na-spetsialnost-v-sistemata-na-zdr,НАРЕДБА № 1 ОТ 22 ЯНУАРИ 2015 Г. ЗА ПРИДОБИВАНЕ НА СПЕЦИАЛНОСТ В СИСТЕМАТА НА ЗДРАВЕОПАЗВАНЕТО,B-pending,events_pending;chain_scan;base_audit;freeze,10,10,0,0,0,0,dv_html,dv-91505
naredba-1-ot-22-yanuari-2016-g-za-prilagane-na-podmyarka-194-tekushti-razhodi-i-,"НАРЕДБА № 1 ОТ 22 ЯНУАРИ 2016 Г. ЗА ПРИЛАГАНЕ НА ПОДМЯРКА 19.4 ""ТЕКУЩИ РАЗХОДИ И ПОПУЛЯРИЗИРАНЕ НА СТРАТЕГИЯ ЗА ВОДЕНО ОТ ОБЩНОСТИТЕ МЕСТНО РАЗВИТИЕ"" НА МЯРКА 19 ""ВОДЕНО ОТ ОБЩНОСТИТЕ МЕСТНО РАЗВИТИЕ"" ОТ ПРОГРАМАТА ЗА РАЗВИТИЕ НА СЕЛСКИТЕ РАЙОНИ ЗА ПЕРИОДА 2014 - 2020 Г.",B-pending,events_pending;chain_scan;base_audit;freeze,2,2,0,0,0,0,dv_html,dv-100548
naredba-1-ot-22-yanuari-2018-g-za-fiziologichnite-normi-za-hranene-na-naseleniet,НАРЕДБА № 1 ОТ 22 ЯНУАРИ 2018 Г. ЗА ФИЗИОЛОГИЧНИТЕ НОРМИ ЗА ХРАНЕНЕ НА НАСЕЛЕНИЕТО,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-122174
naredba-1-ot-22-yuli-2010-g-za-pravilata-za-polzvane-razpredelenie-i-protsedurit,"НАРЕДБА № 1 ОТ 22 ЮЛИ 2010 Г. ЗА ПРАВИЛАТА ЗА ПОЛЗВАНЕ, РАЗПРЕДЕЛЕНИЕ И ПРОЦЕДУРИТЕ ПО ПЪРВИЧНО И ВТОРИЧНО ПРЕДОСТАВЯНЕ ЗА ПОЛЗВАНЕ, РЕЗЕРВИРАНЕ И ОТНЕМАНЕ НА НОМЕРАЦИОННИ РЕСУРСИ (ЗАГЛ. ДОП. - ДВ, БР. 74 ОТ 2012 Г., В СИЛА ОТ 28.09.2012 Г., ИЗМ. - ДВ, БР. 64 ОТ 2021 Г.)",B-pending,events_pending;chain_scan;promulgation_unlocated;freeze,9,2,0,7,0,0,unlocated,
naredba-1-ot-23-mart-2006-g-za-usloviyata-i-reda-za-finansirane-na-proekti-i-pro,"НАРЕДБА № 1 ОТ 23 МАРТ 2006 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ФИНАНСИРАНЕ НА ПРОЕКТИ И ПРОГРАМИ ОТ ФОНД ""УСЛОВИЯ НА ТРУД""",B-pending,events_pending;chain_scan;base_audit;freeze,2,2,0,0,0,0,dv_html,dv-1634
naredba-1-ot-23-yanuari-2026-g-za-iziskvaniyata-usloviyata-i-reda-za-priemane-na,"НАРЕДБА № 1 ОТ 23 ЯНУАРИ 2026 Г. ЗА ИЗИСКВАНИЯТА, УСЛОВИЯТА И РЕДА ЗА ПРИЕМАНЕ НА ВОЕННА СЛУЖБА В СЛУЖБА ""ВОЕННО РАЗУЗНАВАНЕ"" НА ЛИЦА, КОИТО СА В ТРУДОВИ ИЛИ СЛУЖЕБНИ ПРАВООТНОШЕНИЯ С ДРУГ РАБОТОДАТЕЛ ИЛИ ОРГАН ПО НАЗНАЧАВАНЕ",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-241089
naredba-1-ot-23-yuni-2004-g-za-reda-za-vodene-na-edinen-publichen-registar-po-gl,НАРЕДБА № 1 ОТ 23 ЮНИ 2004 Г. ЗА РЕДА ЗА ВОДЕНЕ НА ЕДИНЕН ПУБЛИЧЕН РЕГИСТЪР ПО ГЛАВА ЧЕТВЪРТА ОТ ЗАКОНА ЗА ФИЛМОВАТА ИНДУСТРИЯ,B-pending,events_pending;chain_scan;base_audit;freeze,3,2,0,1,0,0,dv_html,dv-19776
naredba-1-ot-23-yuni-2026-g-za-rezervite-za-garantirane-na-brutniya-razmer-na-vn,НАРЕДБА № 1 ОТ 23 ЮНИ 2026 Г. ЗА РЕЗЕРВИТЕ ЗА ГАРАНТИРАНЕ НА БРУТНИЯ РАЗМЕР НА ВНОСКИТЕ ВЪВ ФОНДОВЕТЕ ЗА ДОПЪЛНИТЕЛНО ЗАДЪЛЖИТЕЛНО ПЕНСИОННО ОСИГУРЯВАНЕ И РЕЗЕРВИТЕ ЗА ГАРАНТИРАНЕ НА ПЕНСИОННИТЕ ПЛАЩАНИЯ,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-244326
naredba-1-ot-24-noemvri-2022-g-za-usloviyata-i-reda-za-osashtestvyavane-na-dosta,НАРЕДБА № 1 ОТ 24 НОЕМВРИ 2022 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ОСЪЩЕСТВЯВАНЕ НА ДОСТЪП И/ИЛИ ВЗАИМНО СВЪРЗВАНЕ,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-180855
naredba-1-ot-24-oktomvri-2006-g-za-kriteriite-na-koito-tryabva-da-otgovaryat-kva,"НАРЕДБА № 1 ОТ 24 ОКТОМВРИ 2006 Г. ЗА КРИТЕРИИТЕ, НА КОИТО ТРЯБВА ДА ОТГОВАРЯТ КВАЛИФИЦИРАНИТЕ ОРГАНИЗАЦИИ В РЕПУБЛИКА БЪЛГАРИЯ, КОИТО ИМАТ ПРАВЕН ИНТЕРЕС ДА ПРЕДЯВЯВАТ ИСКОВЕ ЗА ЗАЩИТА НА КОЛЕКТИВНИТЕ ИНТЕРЕСИ НА ПОТРЕБИТЕЛИТЕ",B-pending,events_pending;chain_scan;base_audit;freeze,3,1,0,2,0,0,dv_html,dv-2777
naredba-1-ot-24-yanuari-2019-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-a,"НАРЕДБА № 1 ОТ 24 ЯНУАРИ 2019 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""АДМИНИСТРАТОР В ХОТЕЛИЕРСТВОТО""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-134445
naredba-1-ot-25-yanuari-2012-g-za-iziskvaniyata-kam-reklamata-na-lekarstvenite-p,НАРЕДБА № 1 ОТ 25 ЯНУАРИ 2012 Г. ЗА ИЗИСКВАНИЯТА КЪМ РЕКЛАМАТА НА ЛЕКАРСТВЕНИТЕ ПРОДУКТИ,B-pending,events_pending;chain_scan;base_audit;freeze,1,1,0,0,0,0,dv_html,dv-60871
naredba-1-ot-25-yanuari-2023-g-za-usloviyata-i-reda-za-izvarshvane-na-natsionaln,НАРЕДБА № 1 ОТ 25 ЯНУАРИ 2023 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ИЗВЪРШВАНЕ НА НАЦИОНАЛНО ОДОБРЯВАНЕ НА ТИПА ЗА РЕМАРКЕТА И СМЕНЯЕМА ПРИКАЧНА ТЕХНИКА И ЗА ИЗДАВАНЕ НА СЕРТИФИКАТ ЗА НАЦИОНАЛНО ОДОБРЯВАНЕ НА ТИПА,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-185540
naredba-1-ot-26-fevruari-2003-g-za-reda-za-sazdavane-i-poddarzhane-na-publichen-,"НАРЕДБА № 1 ОТ 26 ФЕВРУАРИ 2003 Г. ЗА РЕДА ЗА СЪЗДАВАНЕ И ПОДДЪРЖАНЕ НА ПУБЛИЧЕН РЕГИСТЪР НА ЕКСПЕРТИТЕ, ИЗВЪРШВАЩИ ЕКОЛОГИЧНА ОЦЕНКА И ОЦЕНКА НА ВЪЗДЕЙСТВИЕТО ВЪРХУ ОКОЛНАТА СРЕДА, И РЕДА ЗА КАНДИДАТСТВАНЕ НА ЛИЦАТА ЗА ВПИСВАНЕ В РЕГИСТЪРА",B-pending,events_pending;chain_scan;base_audit;freeze,1,1,0,0,0,0,dv_html,dv-103857
naredba-1-ot-26-mart-2019-g-za-usloviyata-i-reda-za-izvarshvane-na-proverki-ot-i,"НАРЕДБА № 1 ОТ 26 МАРТ 2019 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ИЗВЪРШВАНЕ НА ПРОВЕРКИ ОТ ИЗПЪЛНИТЕЛНА АГЕНЦИЯ ""МЕДИЦИНСКИ НАДЗОР""",B-pending,events_pending;chain_scan;base_audit;freeze,1,0,0,1,0,0,dv_html,dv-136157
naredba-1-ot-26-yanuari-2009-g-za-usloviyata-i-reda-za-predostavyane-na-finansov,НАРЕДБА № 1 ОТ 26 ЯНУАРИ 2009 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ПРЕДОСТАВЯНЕ НА ФИНАНСОВА ПОМОЩ ПО НАЦИОНАЛНА ПРОГРАМА ЗА ПОДПОМАГАНЕ НА ЛОЗАРО-ВИНАРСКИЯ СЕКТОР 2008/2009 - 2013/2014 Г.,B-pending,events_pending;chain_scan;base_audit;freeze,4,3,0,1,0,0,dv_html,dv-15458
naredba-1-ot-26-yanuari-2022-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-t,"НАРЕДБА № 1 ОТ 26 ЯНУАРИ 2022 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""ТЕХНИК-ТЕХНОЛОГ ПО КАЧЕСТВОТО НА ХРАНИ И НАПИТКИ""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-168435
naredba-1-ot-27-fevruari-2004-g-za-predostavyane-na-danni-ot-organite-na-danachn,НАРЕДБА № 1 ОТ 27 ФЕВРУАРИ 2004 Г. ЗА ПРЕДОСТАВЯНЕ НА ДАННИ ОТ ОРГАНИТЕ НА ДАНЪЧНАТА АДМИНИСТРАЦИЯ НА АГЕНЦИЯТА ПО КАДАСТЪРА,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-21313
naredba-1-ot-27-fevruari-2013-g-za-predostavyane-na-mediko-statisticheska-inform,НАРЕДБА № 1 ОТ 27 ФЕВРУАРИ 2013 Г. ЗА ПРЕДОСТАВЯНЕ НА МЕДИКО-СТАТИСТИЧЕСКА ИНФОРМАЦИЯ И НА ИНФОРМАЦИЯ ЗА МЕДИЦИНСКАТА ДЕЙНОСТ НА ЛЕЧЕБНИТЕ ЗАВЕДЕНИЯ,B-pending,chain_scan;promulgation_unlocated;freeze,0,0,0,0,0,0,unlocated,
naredba-1-ot-27-mart-2024-g-za-usloviyata-i-reda-za-predostavyane-na-podpomagane,"НАРЕДБА № 1 ОТ 27 МАРТ 2024 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ПРЕДОСТАВЯНЕ НА ПОДПОМАГАНЕ ПО ТЕХНИЧЕСКА ПОМОЩ ОТ СТРАТЕГИЧЕСКИЯ ПЛАН ЗА РАЗВИТИЕ НА ЗЕМЕДЕЛИЕТО И СЕЛСКИТЕ РАЙОНИ ЗА ПЕРИОДА 2023 - 2027 Г., КАКТО И РЕДА ЗА НАЛАГАНЕ НА АДМИНИСТРАТИВНИ САНКЦИИ",B-pending,events_pending;chain_scan;base_audit;freeze,2,0,0,2,0,0,dv_html,dv-211380
naredba-1-ot-27-may-2010-g-za-proektirane-izgrazhdane-i-poddarzhane-na-elektrich,"НАРЕДБА № 1 ОТ 27 МАЙ 2010 Г. ЗА ПРОЕКТИРАНЕ, ИЗГРАЖДАНЕ И ПОДДЪРЖАНЕ НА ЕЛЕКТРИЧЕСКИ УРЕДБИ ЗА НИСКО НАПРЕЖЕНИЕ В СГРАДИ",B-pending,events_pending;chain_scan;promulgation_unlocated;freeze,1,1,0,0,0,0,unlocated,
naredba-1-ot-27-yanuari-2000-g-za-tehnicheskite-deynosti-pri-vazstanovyavane-na-,НАРЕДБА № 1 ОТ 27 ЯНУАРИ 2000 Г. ЗА ТЕХНИЧЕСКИТЕ ДЕЙНОСТИ ПРИ ВЪЗСТАНОВЯВАНЕ НА СОБСТВЕНОСТТА ВЪРХУ ГОРИТЕ И ЗЕМИТЕ ОТ ГОРСКИЯ ФОНД,B-pending,events_pending;chain_scan;base_audit;freeze,1,0,1,0,0,8,dv_pdf,
naredba-1-ot-27-yuli-2023-g-za-vodeneto-na-registara-na-signalite-po-chl-18-ot-z,"НАРЕДБА № 1 ОТ 27 ЮЛИ 2023 Г. ЗА ВОДЕНЕТО НА РЕГИСТЪРА НА СИГНАЛИТЕ ПО ЧЛ. 18 ОТ ЗАКОНА ЗА ЗАЩИТА НА ЛИЦАТА, ПОДАВАЩИ СИГНАЛИ ИЛИ ПУБЛИЧНО ОПОВЕСТЯВАЩИ ИНФОРМАЦИЯ ЗА НАРУШЕНИЯ И ЗА ПРЕПРАЩАНЕ НА ВЪТРЕШНИ СИГНАЛИ КЪМ КОМИСИЯТА ЗА ЗАЩИТА НА ЛИЧНИТЕ ДАННИ",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-198014
naredba-1-ot-27-yuni-2005-g-za-normi-za-dopustimi-emisii-na-vredni-veshtestva-za,"НАРЕДБА № 1 ОТ 27 ЮНИ 2005 Г. ЗА НОРМИ ЗА ДОПУСТИМИ ЕМИСИИ НА ВРЕДНИ ВЕЩЕСТВА (ЗАМЪРСИТЕЛИ), ИЗПУСКАНИ В АТМОСФЕРАТА ОТ ОБЕКТИ И ДЕЙНОСТИ С НЕПОДВИЖНИ ИЗТОЧНИЦИ НА ЕМИСИИ",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-703
